"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.02,0.311617345617346,0.0293333333333333,0.0726031746031746,0.13193857993858,0,0.114886483886484,0.00666666666666667,0.0725185185185185,0.0356581196581197,0.012
"bII",0.0133333333333333,0,0.0133333333333333,0,0,0,0.00444444444444444,0,0.00444444444444444,0,0.00444444444444444,0
"II",0.521058201058201,0.013015873015873,0,0.00666666666666667,0.0602747252747253,0.0445714285714286,0,0.0534021164021164,0.00666666666666667,0.0466617826617827,0.00634920634920635,0
"bIII",0.0133333333333333,0,0.04,0,0.0266666666666667,0,0,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0
"III",0.0155555555555556,0.00666666666666667,0.121111111111111,0.0266666666666667,0,0.0895384615384615,0,0.0555555555555556,0,0.129350427350427,0,0.00666666666666667
"IV",0.179015873015873,0,0.0897142857142857,0,0.115333333333333,0,0.0177777777777778,0.0486031746031746,0.00333333333333333,0.0528888888888889,0.0213333333333333,0
"bV",0,0.00888888888888889,0.0133333333333333,0,0,0,0,0.0266666666666667,0.0111111111111111,0,0,0.00666666666666667
"V",0.186687830687831,0,0.0551274651274651,0,0.0976084656084656,0.066003848003848,0.00333333333333333,0,0.016,0.035979797979798,0.0222222222222222,0
"bVI",0.02,0.00444444444444444,0,0.02,0,0.00888888888888889,0.00888888888888889,0.0177777777777778,0,0.0133333333333333,0.0133333333333333,0
"VI",0.0641212121212121,0,0.218666666666667,0,0.056,0.0697777777777778,0,0.0823232323232323,0.00666666666666667,0,0.0288888888888889,0.00333333333333333
"bVII",0.0457142857142857,0,0.0133333333333333,0,0,0.0355555555555556,0,0.0387301587301587,0.04,0.0133333333333333,0,0
"VII",0,0,0.00666666666666667,0,0.02,0,0.0133333333333333,0,0,0,0.0133333333333333,0
