"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0174418604651163,0.278690753690754,0.0255813953488372,0.0633167220376523,0.131921502270339,0.00387596899224806,0.161091395684419,0.00232558139534884,0.105103359173127,0.024798747763864,0.00465116279069767
"bII",0.0116279069767442,0,0.0116279069767442,0,0,0,0.00387596899224806,0,0.00387596899224806,0,0.00387596899224806,0
"II",0.461055740125508,0.0113510520487265,0,0.00581395348837209,0.0932628418093534,0.056312292358804,0,0.0656746031746032,0.0116279069767442,0.0440156742482324,0.0171650055370986,0
"bIII",0.0116279069767442,0,0.0581395348837209,0,0.0232558139534884,0,0,0.0116279069767442,0.0116279069767442,0.0116279069767442,0.0116279069767442,0
"III",0.0317829457364341,0.00581395348837209,0.134496124031008,0.0232558139534884,0,0.10618664281455,0,0.0665559246954596,0,0.135784564272936,0,0.00581395348837209
"IV",0.173818752307124,0,0.0992986341823551,0.0116279069767442,0.132957136342909,0,0.0155038759689922,0.072672247193451,0.00290697674418605,0.0551679586563307,0.0215116279069767,0
"bV",0,0.00775193798449612,0.0116279069767442,0,0,0,0,0.0232558139534884,0.00968992248062015,0,0,0.0174418604651163
"V",0.196591155842182,0,0.0540978724118259,0.00330597355221158,0.1093761535622,0.0731451706827904,0.00290697674418605,0,0.013953488372093,0.0616102889358703,0.0224806201550388,0
"bVI",0.00581395348837209,0.00387596899224806,0,0.0174418604651163,0,0.00775193798449612,0.00775193798449612,0.0387596899224806,0,0.0116279069767442,0,0
"VI",0.0752995066948555,0,0.198837209302326,0,0.0828349944629014,0.0868217054263566,0,0.0756694855532065,0.00581395348837209,0,0.0152270210409745,0.00290697674418605
"bVII",0.0232558139534884,0,0.0116279069767442,0,0.0116279069767442,0.0542635658914729,0,0.0271317829457364,0.0348837209302326,0.0116279069767442,0,0
"VII",0,0,0.00581395348837209,0,0.0290697674418605,0,0.0116279069767442,0,0,0,0,0
