"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0263440860215054,0.0426267281105991,0.0524193548387097,0.0435483870967742,0.0203533026113671,0.0053763440860215,0.43536866359447,0.0230414746543779,0.0783410138248848,0.0467741935483871,0.0161290322580645
"bII",0.032258064516129,0,0,0,0,0,0.0053763440860215,0.032258064516129,0.0053763440860215,0,0.0053763440860215,0
"II",0.0174731182795699,0,0,0,0.0483354011579818,0.103494623655914,0,0.0571236559139785,0.0161290322580645,0.0558312655086849,0.00806451612903226,0
"bIII",0.032258064516129,0.0161290322580645,0.032258064516129,0,0,0.010752688172043,0,0.021505376344086,0.0161290322580645,0.0161290322580645,0,0
"III",0.0400537634408602,0,0.0440860215053763,0.0161290322580645,0,0.0053763440860215,0,0.0802227342549923,0,0.0775729646697389,0,0.00806451612903226
"IV",0.0266129032258065,0,0.0483870967741935,0.032258064516129,0.0709677419354839,0,0,0.103494623655914,0,0.0193548387096774,0.021505376344086,0
"bV",0,0.010752688172043,0,0,0,0,0,0,0.0134408602150538,0,0,0.0241935483870968
"V",0.494055720265398,0,0.0467962816753139,0.00268817204301075,0.0436507936507936,0.0620628027886092,0,0,0,0.0485188870269515,0.00460829493087558,0
"bVI",0,0.0053763440860215,0,0.0161290322580645,0,0,0.010752688172043,0.0645161290322581,0,0,0,0
"VI",0.114125122189638,0,0.0637096774193548,0,0.0686635944700461,0.0239247311827957,0,0.0861436950146628,0,0,0.0264976958525346,0.0201612903225806
"bVII",0.0564516129032258,0,0,0.0161290322580645,0,0.032258064516129,0,0.0268817204301075,0.032258064516129,0.0134408602150538,0,0
"VII",0,0,0.00806451612903226,0,0.0313620071684588,0,0.0161290322580645,0,0,0.00896057347670251,0,0
