"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0880385487528345,0.0186602418745276,0.0337726757369615,0.518722117829261,0,0.23486420986421,0.0250377928949358,0.0105529391243677,0.0446286848072562,0.00467687074829932
"bII",0.0333333333333333,0,0.0119047619047619,0,0,0,0.00238095238095238,0,0,0,0,0
"II",0.0794011544011544,0.0119047619047619,0,0.0119047619047619,0.00556586270871985,0.129960317460317,0.00595238095238095,0.165032982890126,0,0.0307539682539683,0.0119047619047619,0
"bIII",0.03125,0.0119047619047619,0.037202380952381,0,0,0.00297619047619048,0,0.0218253968253968,0.0218253968253968,0,0.00396825396825397,0
"III",0.0208333333333333,0.00238095238095238,0.0446428571428571,0.0119047619047619,0,0.0821428571428571,0,0,0,0.1,0,0
"IV",0.0985175085315141,0,0.0146392958892959,0.019047619047619,0.020249766573296,0,0,0.819793106312714,0.00975056689342404,0.0130418192918193,0.00496031746031746,0
"bV",0,0,0,0,0,0,0,0.00595238095238095,0,0,0,0.00595238095238095
"V",0.715423549393585,0.00315425315425315,0.0248864396185825,0.00288865546218487,0.0113567649281935,0.17134172586959,0,0,0.0171438019652305,0.0310534868570583,0.018452380952381,0
"bVI",0.0347222222222222,0,0.00297619047619048,0,0,0.0376984126984127,0,0.0611111111111111,0,0.0119047619047619,0.0301587301587302,0
"VI",0.0297619047619048,0.0238095238095238,0.0643990929705215,0.00340136054421769,0.0401360544217687,0.0243197278911565,0,0.0998866213151927,0.0119047619047619,0,0.0119047619047619,0
"bVII",0.0300453514739229,0,0.00396825396825397,0.0238095238095238,0.00396825396825397,0.0592403628117914,0,0.0238095238095238,0.0277777777777778,0.00595238095238095,0,0
"VII",0,0,0,0,0.00297619047619048,0.0208333333333333,0,0,0,0,0,0
