HotInTheCity,3
BabyYou'reRight,1
ICan'tStandIt,5
KindOfADrag,8
IGotMyMindSetOnYou,1
Doyourthing,6
GoingToAGo-Go,6
ThoseLazy-Hazy-CrazyDaysOfSummer,4
TheWaysOfAWomanInLove,2
TheHumptyDance,6
TheSpiritofRadio,5
Promises,5
Here'sSomeLove,1
AnInnocentMan,1
You'vegotaFriend,4
LittleSister,2
TillTheEndOfTheDay,6
SouthernCross,10
SundayMorningSunshine,10
There'llNeverBe,4
GhostbustersTheme,10
HelpIsOnTheWay,9
SummertimeBlues,1
"RightHere,RightNow",2
EbonyEyes,2
(LastNight)IDidn'tGetToSleepAtAll,3
IWill,5
RidersOnTheStorm,6
SaturdayNight,3
Talktome,7
TheLook,6
YourLoveHasLiftedMeHigher,7
DoIDo,1
RedRedWine,9
SuperFreakPartOne,6
GottaServeSomebody,9
WhereAreYou,4
GoodMorningStarshine,8
IJustCan'tStopLovingYou,5
MaybeTomorrow,4
LayDownSally,1
TreatHerLikeALady,0
ManInTheMirror,9
Superman,9
HoneyHoney,2
There'stheGirl,6
WalkRightBack,5
BuyForMeTheRain,6
I'llTumble4Ya,7
LetItRain,10
"(You'reSoSquare)Baby,IDon'tCare",2
There'sNoOther(LikeMyBaby),3
SleepWalk,3
BehindClosedDoors,8
AlwaysonMyMind,5
GirlImGonnaMissYou,7
BrassMonkey,6
Jump(forMyLove),1
WalkLikeAMan,10
Wheels,5
EverlastingLove,7
IWishItWouldRain,9
NightMoves,6
Jessie'sGirl,5
BornToBeWild,0
MonyMony,2
CrystalBluePersuasion,7
ComeMonday,1
JourneyToTheCenterOfTheMind,1
MightyGoodLovin',9
IGotYou(IFeelGood),9
DaydreamBeliever,4
Heartaches,10
YouCan'tRollerSkateInABuffaloHerd,8
DonGibson,3
BackHomeAgain,1
ModernLove,0
Iwouldn'tHaveMisseditForTheWorld,4
IfICouldTurnBackTime,8
ISecondThatEmotion,9
FeelLikeMakingLove,4
TakeMeDown,2
TellItLikeItIs,8
ElCondorPasa,0
IDroveAllNight,9
JustWhenINeededYouMost,2
Carrie-Anne,2
LikeARock,0
PeopleGetReady,3
TheOtherGuy,9
BongoStomp,3
He'ssoshy,1
