Lady,3
ParadisebytheDashboardLight,1
IWantaNewDrug,2
ATrickOfTheNight,3
WannaBeStartin'Somethin',3
CryLikeABaby,2
Carrie-Anne,2
IfICouldTurnBackTime,0
WeTwo,2
GoingToAGo-Go,3
Boulevard,2
ThatOldBlackMagic,0
PromisesInTheDark,2
Mr.Bojangles,0
HeartFullofSoul,2
ShapeOfThingsToCome,1
Doyourthing,3
HappyMan,1
Lookin'forLove,2
TheStroke,3
WouldItMakeAnyDifferenceToYou,1
DancingMachine,2
MyKindaLover,1
LongDarkRoad,2
In-A-Gadda-Da-Vida,0
MyThang,2
TrueColors,2
I'llTakeYouThere,1
SweetSurrender,1
ISawHerStandingThere,2
HotInTheCity,1
ModernLove,2
"Baby,BabyDon'tCry",2
(Iwas)BornToCry,2
LovelyDay,1
PrettyInPink,0
LetterFullofTears,1
She'sALady,0
WeDon'tTalkAnymore,2
IDon'tBlameYouAtAll,2
That'stheWayIFeelAboutCha,0
TalkBackTremblingLips,0
GivingYoutheBestThatIGot,1
That'sOldFashioned(That'sTheWayLoveShouldBe),0
LuckyMan,1
TwistingtheNightAway,1
SixDaysOnTheRoad,1
SheThinksIStillCare,2
YouCan'tRollerSkateInABuffaloHerd,0
HumanNature,1
Don'tKnockMyLove-Pt.1,3
RebelYell,3
BustAMove,2
Carrie,3
BreakingUpIsHardToDo,0
IsThatAllThereIs,2
HereComeThoseTearsAgain,1
SheBop,3
TownWithout,1
Wendy,0
SilentNight,2
LetTheMusicPlay,3
ItTakesTwo,3
BabyWhatYouWantMeToDo,2
September,1
BackintheHighLifeAgain,2
Lucille,0
TuffEnuff,2
HelpIsOnTheWay,2
There'stheGirl,3
LosingYou,0
AlreadyGone,2
SecretLove,0
There'llNeverBe,0
Amanda,2
JourneyToTheCenterOfTheMind,1
DumDum,2
Judy,0
It'sRainingMen,1
YearsAgo,0
ILove,2
GoodVibrations,3
SwingTalkin'Guy,2
SeasonsOfTheHeart,1
WillTheWolfSurvive,2
Maneater,3
It'sOnlyMakeBelieve,1
OutOfMyMind,2
SoulAndInspiration,1
WithYouI'mBornAgain,0
ThisLittleGirl,1
Ifyoulovesomebodysetthemfree,2
TakeMeDown,2
IfNotYou,1
BabyDon'tChangeYourMind,2
Heartbreaker,3
WhereTheStreetsHaveNoNames,3
Let'sworkTogether,2
Venus,2
LaGrange,3
"RightHere,RightNow",2
He'ssoshy,3
CryingTime,0
JustLikeJesseJames,1
LoveComesQuickly,3
WhatHaveIDoneToDeserveThis?,3
"You'reTheFirst,TheLast,MyEverything",0
BeMyGuest,2
"RockandRoll,HoochieKoo",3
KissesOnTheWind,3
WhenWillIBeLoved,1
Ko-KoJoe,0
TheBitchIsBack,2
BornToBeAlive,3
Annie'sSong,1
ThereSheGoes,1
DontYouKnowWhatTheNightCanDo,3
NakedEyes,2
DreamPolice,2
TillTheEndOfTheDay,3
20-75,0
LastDate,2
WhoWillYouRunTo,3
Maniac,3
She'sAWoman,2
LoveTrain,0
Hair,3
BetterThings,0
What'sLoveGotToDoWithIt,3
BlowAway,1
"Abraham,MartinAndJohn",2
IDon'tLoveYouAnymore,3
ThinkOfMe,1
PutYourHandInTheHand,0
EyeInTheSky,3
Ramblin'Rose,0
CountryRoad,0
ICriedATear,2
RockyMountainHigh,1
GiveToLive,1
LastKiss,1
AfterTheLoveHasGone,1
