HotInTheCity,4
BabyYou'reRight,1
ICan'tStandIt,2
KindOfADrag,3
IGotMyMindSetOnYou,4
Doyourthing,0
GoingToAGo-Go,0
ThoseLazy-Hazy-CrazyDaysOfSummer,3
TheWaysOfAWomanInLove,1
TheHumptyDance,0
TheSpiritofRadio,4
Promises,1
Here'sSomeLove,4
AnInnocentMan,4
You'vegotaFriend,3
LittleSister,1
TillTheEndOfTheDay,0
SouthernCross,2
SundayMorningSunshine,3
There'llNeverBe,3
GhostbustersTheme,2
HelpIsOnTheWay,2
SummertimeBlues,1
"RightHere,RightNow",1
EbonyEyes,1
(LastNight)IDidn'tGetToSleepAtAll,4
IWill,1
RidersOnTheStorm,0
SaturdayNight,4
Talktome,0
TheLook,0
YourLoveHasLiftedMeHigher,0
DoIDo,4
RedRedWine,2
SuperFreakPartOne,0
GottaServeSomebody,2
WhereAreYou,3
GoodMorningStarshine,3
IJustCan'tStopLovingYou,1
MaybeTomorrow,3
LayDownSally,4
TreatHerLikeALady,2
ManInTheMirror,2
Superman,2
HoneyHoney,1
There'stheGirl,0
WalkRightBack,0
BuyForMeTheRain,0
I'llTumble4Ya,1
LetItRain,2
"(You'reSoSquare)Baby,IDon'tCare",1
There'sNoOther(LikeMyBaby),4
SleepWalk,4
BehindClosedDoors,3
AlwaysonMyMind,4
GirlImGonnaMissYou,1
BrassMonkey,0
Jump(forMyLove),0
WalkLikeAMan,2
Wheels,1
EverlastingLove,0
IWishItWouldRain,2
NightMoves,0
Jessie'sGirl,4
BornToBeWild,2
MonyMony,1
CrystalBluePersuasion,2
ComeMonday,4
JourneyToTheCenterOfTheMind,4
MightyGoodLovin',2
IGotYou(IFeelGood),2
DaydreamBeliever,1
Heartaches,2
YouCan'tRollerSkateInABuffaloHerd,3
DonGibson,4
BackHomeAgain,4
ModernLove,2
Iwouldn'tHaveMisseditForTheWorld,3
IfICouldTurnBackTime,3
ISecondThatEmotion,2
FeelLikeMakingLove,3
TakeMeDown,1
TellItLikeItIs,3
ElCondorPasa,2
IDroveAllNight,2
JustWhenINeededYouMost,1
Carrie-Anne,1
LikeARock,2
PeopleGetReady,3
TheOtherGuy,2
BongoStomp,4
He'ssoshy,1
SunshineofYourLove,4
IWantToTakeYouHigher,0
WhenIt'sLove,1
TaintedLove,2
Galveston,4
AlmostbyBeingInLove,0
AliveAgain,1
HeartFullofSoul,2
We'reAllAlone,2
WomanToWoman,0
PhiladelphiaFreedom,1
TwoHearts,4
ChainOfFools,0
GiveItToMeBaby,0
MaybeI'mAmazed,3
Kokomo(FromTheCocktailSoundtrack),3
RubyBaby,2
StopThisGame,4
NowhereToRun,2
Let'sworkTogether,2
LongDarkRoad,2
"TheAnaheim,Azusa&CucamongaSewingCircle,BookReviewAndTimingAssociation",0
LandOf1000Dances,1
ThePeopleInMe,4
Allshewantsis,0
RunningUpThatHill,0
LifeIsACarnival,2
ALessoninLeavin,4
TooWeakToFight,2
IWantYouBack,3
OneBadApple,3
ILoveARainyNight,4
RescueMe,1
Unforgettable,2
AreYouSureHankDoneItThisWay,2
OnTheRoadAgain,2
HelloDolly,3
Kicks,0
AVerySpecialLoveSong,2
Surfin'Safari,3
GoingToChicagoBlues,1
TimeWillReveal,3
SomebodysWatchingMe,0
OhMeOhMy(I'mAFoolForYouBaby),4
OnBroadway,0
HeyBaby,3
OdeToBillieJoe,2
Don'tAskMeWhy,3
OneLessBellToAnswer,2
GuitarMan,1
OhFather,2
SidewalkSurfin',1
LivingItDown,3
BeMyBaby,3
WildHorses,2
Schoool'sout,0
Lookin'forLove,2
BabyCanIHoldYou,3
AllThroughTheNight,3
WeAreTheChampions,4
BabyWorkout,2
RunaroundSue,4
JustLikeJesseJames,4
She'sALady,3
ILikeTheWay(TheKissingGame),3
TheGoonies`RGoodEnough,4
Ramblin'Rose,3
ThisHouse,0
ShocktheMonkey,0
SilentNight,1
GordonLightfoot,2
LovelyDay,4
You'veGotAnotherThingComin',1
SadEyes,2
TheBest,4
SweetSoulMusic,2
NeedYouTonight,1
FunnyGirl,0
Heartbreaker,0
SweetCaroline(GoodTimesNeverSeemedSoGood),1
UnchainedMelody,4
NeverKnewLoveLikeThisBefore,3
ThroughTheYears,3
DownAndOutInNewYorkCity,2
BustAMove,2
WhoWearsTheseShoes,1
HaveYouEverLovedSomebody,0
CrySoftlyLonelyOne,3
Perfidia,3
MyHometown,1
IfYoureallyloveme,0
IsThatAllThereIs,1
AnotherBrickInTheWall(PartII),2
WalkRightIn,3
TheRightTime,2
GoldenYears,0
SaraSmile,0
AmericanStorm,3
LoversWhoWander,4
BestOfMyLove,1
ForeverMan,0
People,3
ThisLittleGirl,4
NeverMyLove,2
YouTookTheWordsRightOutOfMyMouth,1
HotFunInTheSummertime,3
NakedEyes,2
HappyTogether,1
RebelYell,0
HeyStoopid,0
CrazyOnYou,0
GiveToLive,4
LastChild,2
SpaceOddity,0
GivingYoutheBestThatIGot,4
AlmostGrown,2
ComeAndGetYourLove,3
I'veGotLoveOnMyMind,0
IWalkAlone,1
EyeInTheSky,0
YearsFromNow,3
WeTwo,2
CouldIHaveThisDance,3
ThisShouldGoOnForever,1
FoolThatIAm,3
OneWayorAnother,4
RichGirl,1
"OutOfSight,OutOfMind",3
War,0
AlreadyGone,2
LetterFullofTears,4
OldTimeRock&Roll,4
Heaven'sJustASinAway,3
Help!,4
IDon'tNeedYou,3
PinballWizard,0
BabyDon'tGo,2
Pressure,4
AddictedtoLove,2
HereIGoAgain,2
Comin'HomeBaby,0
ParadisebytheDashboardLight,4
ACowboy'sWorkIsNeverDone,1
GirlYouKnowItsTrue,0
LuckyMan,1
MyKindaLover,4
NickofTime,3
ColdSweat-Part1,0
Lucille,3
True,4
PromisesInTheDark,2
IfICouldBuildMyWholeWorldAroundYou,2
CryLikeABaby,2
I'veBeenEverywhere,1
NeverCanSayGoodbye,3
Feelin'StrongerEveryDay,3
It'sYourThing,2
Dandelion,0
"Tonight,Tonight,Tonight",4
WillieAndTheHandJive,1
I'dLoveToChangeTheWorld,1
Look-KaPyPy,0
AllThisTime,1
TheArmsOfOrion,3
September,1
ThemeFromElectricSurfboard,0
IDon'tLoveYouAnymore,0
"Baby,BabyDon'tCry",2
TornBetweenTwoLovers,3
FireAndIce,0
TellMeWhatYouWantMeToDo,3
NotFadeAway,2
SweetSurrender,4
OhMyAngel,0
DanceAway,4
MyThang,1
DontYouKnowWhatTheNightCanDo,0
BigYellowTaxi,2
EveryLittleThingSheDoesIsMagic,4
CarryMe,2
HeavenMustHaveSentYou,4
HappyAnniversary,2
IWantYou,1
Levon,2
Simon&Garfunkel,4
FloyJoy,0
Easy,2
AlongComesAWoman,4
CanWeStillBeFriends,0
TownWithout,1
NoCharge,1
Suite:JudyBlueEyes,2
DiscoInferno,1
Iwanttotakeyouhigher,1
DanceHallDays,2
JustCan'tWait,4
Lambada,0
GoodVibrations,0
HocusPocus,3
SweetHomeAlabama,2
MissYou,2
WhereDoYouWannaGo,2
Ifyoulovesomebodysetthemfree,2
TeachYourChildren,1
Jamie,4
MakeMeSmile,2
DoubleShot(OfMyBaby'sLove),4
IDon'tWantToSpoilTheParty,3
DirtyWater,2
CountryRoad,2
JungleBoogie,0
SweetNothin's,2
SecretLove,3
StonedLove,0
TheBattleOfNewOrleans,4
WillTheWolfSurvive,2
Ain'tNoSunshine,2
That'stheWayIFeelAboutCha,3
Sunrise,3
WeDon'tTalkAnymore,2
EvilWays,1
"HaveYouSeenYourMother,Baby,StandingInTheShadow?",1
HeartinHand,3
HereComeThoseTearsAgain,4
Misunderstanding,0
She'sAWoman,2
LovingHerWasEasier,2
DreamPolice,2
UnskinnyBop,2
SeeSeeRider,2
WalkThisWay,2
TheBitchIsBack,1
GetTogether,4
IGotStripes,1
RhinestoneCowboy,2
Patches,3
FoggyMountainBreakdown,1
OldDays,3
EchoesOfLove,4
WorldInMyEyes,2
MeMyselfAndI,1
IfIWereACarpenter,2
IndianaWantsMe,1
Brandy,2
DancingMachine,2
TheWayYouDoTheThingsYouDo,2
BreakingUpIsHardToDo,3
SheBop,0
AfterTheLoveHasGone,4
LookingForALove,2
JustLikeHeaven,2
RunningOnEmpty,2
TumblingDice,1
ThreeHeartsInATangle,1
KozmicBlues,1
TheYearThatClaytonDelaneyDied,1
Fernando,3
Surrender,0
WithOrWithoutYou,2
HonkyTonkWomen,3
SmokingGun,2
BlueJean,2
ComeTogether,2
"Ob-La-Di,Ob-La-Da",1
LoveMeWarmAndTender,0
Freeze-Frame,2
LetTheMusicPlay,0
TheBestDiscoInTown,4
I'mInLove,3
BluebirdsOverTheMountain,3
Goin'Back,4
BigIron,2
HardenMyHeart,0
ShapeOfThingsToCome,1
Rock'nMe,2
IsThereSomethingIShouldKnow,0
Don'tstandsoclosetome,0
BlowAway,4
YouDecoratedMyLife,2
Let'sGoGetStoned,4
HeyYou!GetOffMyMountain,0
Ko-KoJoe,1
AskMe,3
StraightFromTheHeart,3
SanctifyYourself,2
TheStroke,0
WaitingOnAFriend,4
Lyin'Eyes,3
Daddy'sHome,3
IPutASpellOnYou,1
ILove,1
OverTheHillsandFarAway,1
ScarletFever,1
OutOfMyMind,1
TheseBootsAreMadeForWalkin',2
WhenWillIBeLoved,4
StartingOverAgain,3
Carrie,0
Sukiyaki,2
Press,4
HisLatestFlame,4
StillCruisin,3
If,1
TenPercent,3
StandingInTheShadowsOfLove,1
Don'tKnockMyLove-Pt.1,0
Annie'sSong,4
BackintheHighLifeAgain,1
EightMilesHigh,0
DetroitCity,1
Mr.Bojangles,3
CatchMyFall,4
MyBoy,3
That'sOldFashioned(That'sTheWayLoveShouldBe),3
ImGoinDown,2
It'sRainingMen,4
WorriedGuy,4
PrivateDancer,3
TheLookOfLove,0
TrueColors,1
Smokin'InTheBoysRoom,2
KissOnMyList,0
WhereOrWhen,4
YouMakeMeFeelLikeDancing,3
DontTreatMeBad,4
ThreeTimesALady,0
EveryTimeIThinkOfYou,2
"Abraham,MartinAndJohn",2
BabyDontForgetMyNumber,0
Chicago,0
InvisibleTouch,4
Lady(YouBringMeUp),0
One,0
Lady,1
WhoWillYouRunTo,2
RockThisTown,1
ALoveSong,3
MyWorldFellDown,2
LittleBitO'Soul,4
20-75,3
SomethingAboutYou,0
EverybodyLovesMebutYou,0
AbsolutelyRight,3
BadMoonRising,2
Judy,3
DumDum,1
Breezin',3
ItKeepsRightOnA-Hurtin',1
WhatYouSeeIsWhatYouGet,4
InMyRoom,3
ShakeYourGrooveThing,0
BabyDon'tChangeYourMind,2
ThatGirl,3
WakeMeUpBeforeYouGo-Go,1
SilverThreadsAndGoldenNeedles,2
Wendy,1
SweetMusicMan,3
"OhMe,OhMy(DreamsInMyArms)",0
