HandyMan,1
WhiteWedding,0
TeachYourChildren,3
BadMoonRising,0
ICan'tStandTheRain,4
YoungHeartsRunFree,3
LovingHerWasEasier,0
LittleBitO'Soul,1
YouTookTheWordsRightOutOfMyMouth,3
PaperRoses,4
StandByMe,1
ItKeepsRightOnA-Hurtin',3
RockyMountainHigh,1
MightyGoodLovin',0
(LastNight)IDidn'tGetToSleepAtAll,1
Goin'Back,1
DoesAnybodyReallyKnowWhatTimeItIs,5
MakeMeSmile,0
SheThinksIStillCare,3
KarmaChameleon,4
OhMeOhMy(I'mAFoolForYouBaby),1
AddictedtoLove,0
ILove,3
FunnyGirl,2
SugarShack,0
AftertheLovin',4
Heartbreaker,5
ATrickOfTheNight,5
IsThereSomethingIShouldKnow,5
TaintedLove,0
TheBest,1
"TheAnaheim,Azusa&CucamongaSewingCircle,BookReviewAndTimingAssociation",5
ISawHerStandingThere,3
LoveComesQuickly,5
Chiquitita,0
Getaway,1
UndercoverAngel,3
DoYouLoveMe,1
RockAndRollNeverForgets,2
AskMe,4
RichGirl,3
RollOnDownTheHighway,5
WeTwo,0
SugarMagnolia,3
NoCharge,3
WhoWillYouRunTo,0
Jimmy'sGirl,4
WalkLikeAMan,0
Money,0
ICan'tStandIt,0
OldTimeRock&Roll,1
"HaveYouSeenYourMother,Baby,StandingInTheShadow?",3
WithOrWithoutYou,0
ThatOldBlackMagic,4
"OhMe,OhMy(DreamsInMyArms)",0
IDon'tBlameYouAtAll,0
DoYouWantToKnowASecret,1
RedneckFriend,1
Ko-KoJoe,3
WalkRightBack,5
Iwanttotakeyouhigher,3
SilverThreadsAndGoldenNeedles,0
WalkRightIn,4
Elvira,3
WillTheWolfSurvive,0
PhiladelphiaFreedom,3
UpsideDown,5
Fakinit,2
IDon'tNeedYou,4
NeverKnewLoveLikeThisBefore,4
Boulevard,0
HelloDolly,4
ShocktheMonkey,5
AlongComesAWoman,1
OneNight,3
TheseBootsAreMadeForWalkin',0
IDontWantYourLove,0
MeMyselfAndI,3
TheYearThatClaytonDelaneyDied,3
WeDon'tTalkAnymore,2
DownAndOutInNewYorkCity,0
IAdoreMiAmor,3
NotFadeAway,0
LastDance,4
SpiritsInTheMaterialWorld,5
OnTheWingsOfANightingale,3
TheLook,5
TheAnimals,5
BabyComeBack,2
AllIEverNeedIsYou,4
