IDon'tmind,JamesBrown,1961,6/8,A:min,0,I,min
IDon'tmind,JamesBrown,1961,6/8,A:min,0,I,min
IDon'tmind,JamesBrown,1961,6/8,C:maj,3,bIII,maj
IDon'tmind,JamesBrown,1961,6/8,C:maj,3,bIII,maj
IDon'tmind,JamesBrown,1961,6/8,A:min,0,I,min
IDon'tmind,JamesBrown,1961,6/8,A:min,0,I,min
IDon'tmind,JamesBrown,1961,6/8,C:maj,3,bIII,maj
IDon'tmind,JamesBrown,1961,6/8,C:maj,3,bIII,maj
IDon'tmind,JamesBrown,1961,6/8,A:min,0,I,min
IDon'tmind,JamesBrown,1961,6/8,A:min,0,I,min
IDon'tmind,JamesBrown,1961,6/8,C:maj,3,bIII,maj
IDon'tmind,JamesBrown,1961,6/8,C:maj,3,bIII,maj
IDon'tmind,JamesBrown,1961,6/8,A:min,0,I,min
IDon'tmind,JamesBrown,1961,6/8,A:min,0,I,min
IDon'tmind,JamesBrown,1961,6/8,C:maj,3,bIII,maj
IDon'tmind,JamesBrown,1961,6/8,C:maj,3,bIII,maj
IDon'tmind,JamesBrown,1961,6/8,A:min,0,I,min
IDon'tmind,JamesBrown,1961,6/8,A:min,0,I,min
IDon'tmind,JamesBrown,1961,6/8,C:maj,3,bIII,maj
IDon'tmind,JamesBrown,1961,6/8,C:maj,3,bIII,maj
IDon'tmind,JamesBrown,1961,6/8,F:maj,8,bVI,maj
IDon'tmind,JamesBrown,1961,6/8,F:maj,8,bVI,maj
IDon'tmind,JamesBrown,1961,6/8,D:maj,5,IV,maj
IDon'tmind,JamesBrown,1961,6/8,D:maj,5,IV,maj
IDon'tmind,JamesBrown,1961,6/8,G:maj,10,bVII,maj
IDon'tmind,JamesBrown,1961,6/8,G:maj,10,bVII,maj
IDon'tmind,JamesBrown,1961,6/8,C:maj,3,bIII,maj
IDon'tmind,JamesBrown,1961,6/8,C:maj,3,bIII,maj
IDon'tmind,JamesBrown,1961,6/8,A:maj,0,I,maj
IDon'tmind,JamesBrown,1961,6/8,A:maj,0,I,maj

You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Ab:maj,0,I,maj
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Db:maj/5,5,IV,maj/5
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Ab:maj,0,I,maj
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,G:hdim7,11,VII,hdim7
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7,4,III,7
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min,9,VI,min
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7/5,4,III,7/5
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7,4,III,7
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min,9,VI,min
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7/5,4,III,7/5
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min/b3,9,VI,min/b3
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7/5,4,III,7/5
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min,9,VI,min
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Bb:min7,2,II,min7
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Eb:7,7,V,7
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Ab:maj,0,I,maj
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Ab:maj,0,I,maj
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,G:hdim7,11,VII,hdim7
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7,4,III,7
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min,9,VI,min
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7/5,4,III,7/5
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min/b3,9,VI,min/b3
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7/5,4,III,7/5
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min,9,VI,min
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Bb:min7,2,II,min7
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:min7,4,III,min7
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Eb:11,7,V,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Eb:maj,7,V,maj
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Ab:maj,0,I,maj

TheRose,BetteMidler,1980,4/4,C:5,0,I,5
TheRose,BetteMidler,1980,4/4,C:5,0,I,5
TheRose,BetteMidler,1980,4/4,C:5,0,I,5
TheRose,BetteMidler,1980,4/4,C:5,0,I,5
TheRose,BetteMidler,1980,4/4,C:maj,0,I,maj
TheRose,BetteMidler,1980,4/4,G:maj/3,7,V,maj/3
TheRose,BetteMidler,1980,4/4,F:maj/3,5,IV,maj/3
TheRose,BetteMidler,1980,4/4,G:maj/3,7,V,maj/3
TheRose,BetteMidler,1980,4/4,C:maj,0,I,maj
TheRose,BetteMidler,1980,4/4,C:maj,0,I,maj
TheRose,BetteMidler,1980,4/4,G:maj/3,7,V,maj/3
TheRose,BetteMidler,1980,4/4,F:maj/3,5,IV,maj/3
TheRose,BetteMidler,1980,4/4,G:maj/3,7,V,maj/3
TheRose,BetteMidler,1980,4/4,C:maj,0,I,maj
TheRose,BetteMidler,1980,4/4,C:maj/7,0,I,maj/7
TheRose,BetteMidler,1980,4/4,F:sus2/3,5,IV,sus2/3
TheRose,BetteMidler,1980,4/4,F:maj/3,5,IV,maj/3
TheRose,BetteMidler,1980,4/4,F:maj/9,5,IV,maj/9
TheRose,BetteMidler,1980,4/4,G:7,7,V,7
TheRose,BetteMidler,1980,4/4,C:maj,0,I,maj
TheRose,BetteMidler,1980,4/4,G:maj/3,7,V,maj/3
TheRose,BetteMidler,1980,4/4,F:maj/3,5,IV,maj/3

AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min
AnInnocentMan,BillyJoel,1984,4/4,F:maj,5,IV,maj
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min
AnInnocentMan,BillyJoel,1984,4/4,F:maj,5,IV,maj
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj
AnInnocentMan,BillyJoel,1984,4/4,G:min7,7,V,min7
AnInnocentMan,BillyJoel,1984,4/4,C:maj/5,0,I,maj/5
AnInnocentMan,BillyJoel,1984,4/4,Bb:maj/5,10,bVII,maj/5
AnInnocentMan,BillyJoel,1984,4/4,F:maj,5,IV,maj
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min
AnInnocentMan,BillyJoel,1984,4/4,F:maj,5,IV,maj
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min
AnInnocentMan,BillyJoel,1984,4/4,F:maj,5,IV,maj
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj

Lookin'forLove,JohnnyLee,1980,4/4,E:min,2,II,min
Lookin'forLove,JohnnyLee,1980,4/4,F#:min,4,III,min
Lookin'forLove,JohnnyLee,1980,4/4,G:maj,5,IV,maj
Lookin'forLove,JohnnyLee,1980,4/4,A:maj,7,V,maj
Lookin'forLove,JohnnyLee,1980,4/4,E:min,2,II,min
