IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,14
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,14
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,14
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,14
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,14
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,14
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,14
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,14
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,14
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,14
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,14
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,14
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,14
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,14
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,14
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,14
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,14
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,14
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,14
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,14
IDon'tmind,JamesBrown,1961,6/8,F:maj,5,IV,maj,14
IDon'tmind,JamesBrown,1961,6/8,F:maj,5,IV,maj,14
IDon'tmind,JamesBrown,1961,6/8,D:maj,2,II,maj,14
IDon'tmind,JamesBrown,1961,6/8,D:maj,2,II,maj,14
IDon'tmind,JamesBrown,1961,6/8,G:maj,7,V,maj,14
IDon'tmind,JamesBrown,1961,6/8,G:maj,7,V,maj,14
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,14
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,14
IDon'tmind,JamesBrown,1961,6/8,A:maj,9,VI,maj,14
IDon'tmind,JamesBrown,1961,6/8,A:maj,9,VI,maj,14
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Ab:maj,0,I,maj,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Db:maj/5,5,IV,maj/5,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Ab:maj,0,I,maj,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,G:hdim7,11,VII,hdim7,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7,4,III,7,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min,9,VI,min,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7/5,4,III,7/5,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7,4,III,7,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min,9,VI,min,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7/5,4,III,7/5,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min/b3,9,VI,min/b3,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7/5,4,III,7/5,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min,9,VI,min,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Bb:min7,2,II,min7,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Eb:7,7,V,7,11
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Ab:maj,0,I,maj,11
