IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,0
IDon'tmind,JamesBrown,1961,6/8,F:maj,5,IV,maj,0
IDon'tmind,JamesBrown,1961,6/8,F:maj,5,IV,maj,0
IDon'tmind,JamesBrown,1961,6/8,D:maj,2,II,maj,0
IDon'tmind,JamesBrown,1961,6/8,D:maj,2,II,maj,0
IDon'tmind,JamesBrown,1961,6/8,G:maj,7,V,maj,0
IDon'tmind,JamesBrown,1961,6/8,G:maj,7,V,maj,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,0
IDon'tmind,JamesBrown,1961,6/8,A:maj,9,VI,maj,0
IDon'tmind,JamesBrown,1961,6/8,A:maj,9,VI,maj,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Ab:maj,0,I,maj,9
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Db:maj/5,5,IV,maj/5,9
